motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
M05606_2.00	AC0123	NR1D1_eDBD_Methyl-HT-SELEX	NR1D1	Nuclear receptor	SELEX	28473536
M05607_2.00	AC0124	RARA_eDBD_HT-SELEX_1	RARA	Nuclear receptor	SELEX	28473536
M05608_2.00	AC0108	RARA_eDBD_HT-SELEX_2	RARA	Nuclear receptor	SELEX	28473536
M05609_2.00	AC0114	RARA_eDBD_HT-SELEX_3	RARA	Nuclear receptor	SELEX	28473536
M05610_2.00	AC0124	RARA_eDBD_Methyl-HT-SELEX_1	RARA	Nuclear receptor	SELEX	28473536
M05611_2.00	AC0108	RARA_eDBD_Methyl-HT-SELEX_2	RARA	Nuclear receptor	SELEX	28473536
M05612_2.00	AC0114	RARA_eDBD_Methyl-HT-SELEX_3	RARA	Nuclear receptor	SELEX	28473536
M05613_2.00	AC0121	NR5A1_FL_HT-SELEX	NR5A1	Nuclear receptor	SELEX	28473536
M05614_2.00	AC0121	NR5A1_FL_Methyl-HT-SELEX	NR5A1	Nuclear receptor	SELEX	28473536
M05615_2.00	AC0132	RXRG_FL_HT-SELEX_1	RXRG	Nuclear receptor	SELEX	28473536
M05616_2.00	AC0108	RXRG_FL_HT-SELEX_2	RXRG	Nuclear receptor	SELEX	28473536
M05617_2.00	AC0132	RXRG_FL_Methyl-HT-SELEX_1	RXRG	Nuclear receptor	SELEX	28473536
M05618_2.00	AC0108	RXRG_FL_Methyl-HT-SELEX_2	RXRG	Nuclear receptor	SELEX	28473536
M05619_2.00	AC0126	NR1I3_FL_HT-SELEX	NR1I3	Nuclear receptor	SELEX	28473536
M05620_2.00	AC0126	NR1I3_FL_Methyl-HT-SELEX	NR1I3	Nuclear receptor	SELEX	28473536
M05621_2.00	AC0108	RORC_eDBD_HT-SELEX_1	RORC	Nuclear receptor	SELEX	28473536
M05622_2.00	AC0123	RORC_eDBD_HT-SELEX_2	RORC	Nuclear receptor	SELEX	28473536
M05623_2.00	AC0108	RORC_eDBD_Methyl-HT-SELEX_1	RORC	Nuclear receptor	SELEX	28473536
M05624_2.00	AC0123	RORC_eDBD_Methyl-HT-SELEX_2	RORC	Nuclear receptor	SELEX	28473536
M05625_2.00	AC0125	NR1I2_eDBD_HT-SELEX	NR1I2	Nuclear receptor	SELEX	28473536
M05626_2.00	AC0125	NR1I2_eDBD_Methyl-HT-SELEX	NR1I2	Nuclear receptor	SELEX	28473536
M05627_2.00	AC0133	NR6A1_eDBD_HT-SELEX	NR6A1	Nuclear receptor	SELEX	28473536
M05628_2.00	AC0133	NR6A1_eDBD_Methyl-HT-SELEX	NR6A1	Nuclear receptor	SELEX	28473536
M05629_2.00	AC0132	THRB_eDBD_HT-SELEX_1	THRB	Nuclear receptor	SELEX	28473536
M05630_2.00	AC0108	THRB_eDBD_HT-SELEX_2	THRB	Nuclear receptor	SELEX	28473536
M05631_2.00	AC0132	THRB_eDBD_Methyl-HT-SELEX_1	THRB	Nuclear receptor	SELEX	28473536
M05632_2.00	AC0108	THRB_eDBD_Methyl-HT-SELEX_2	THRB	Nuclear receptor	SELEX	28473536
M05633_2.00	AC0120	THRB_FL_HT-SELEX_1	THRB	Nuclear receptor	SELEX	28473536
M05634_2.00	AC0116	THRB_FL_HT-SELEX_2	THRB	Nuclear receptor	SELEX	28473536
M05635_2.00	AC0120	THRB_FL_Methyl-HT-SELEX_1	THRB	Nuclear receptor	SELEX	28473536
M05636_2.00	AC0116	THRB_FL_Methyl-HT-SELEX_2	THRB	Nuclear receptor	SELEX	28473536
M05637_2.00	AC0208	NR3C2_eDBD_HT-SELEX	NR3C2	Nuclear receptor	SELEX	28473536
M05638_2.00	AC0208	NR3C2_eDBD_Methyl-HT-SELEX	NR3C2	Nuclear receptor	SELEX	28473536
M05639_2.00	AC0114	NR4A2_eDBD_HT-SELEX	NR4A2	Nuclear receptor	SELEX	28473536
M05640_2.00	AC0114	NR4A2_eDBD_Methyl-HT-SELEX	NR4A2	Nuclear receptor	SELEX	28473536
M05641_2.00	AC0132	NR2F6_eDBD_HT-SELEX_1	NR2F6	Nuclear receptor	SELEX	28473536
M05642_2.00	AC0110	NR2F6_eDBD_HT-SELEX_2	NR2F6	Nuclear receptor	SELEX	28473536
M05643_2.00	AC0132	NR2F6_eDBD_Methyl-HT-SELEX_1	NR2F6	Nuclear receptor	SELEX	28473536
M05644_2.00	AC0110	NR2F6_eDBD_Methyl-HT-SELEX_2	NR2F6	Nuclear receptor	SELEX	28473536
M05645_2.00	AC0132	NR2F6_FL_HT-SELEX_1	NR2F6	Nuclear receptor	SELEX	28473536
M05646_2.00	AC0110	NR2F6_FL_HT-SELEX_2	NR2F6	Nuclear receptor	SELEX	28473536
M05647_2.00	AC0132	NR2F6_FL_Methyl-HT-SELEX_1	NR2F6	Nuclear receptor	SELEX	28473536
M05648_2.00	AC0110	NR2F6_FL_Methyl-HT-SELEX_2	NR2F6	Nuclear receptor	SELEX	28473536
M05649_2.00	AC0124	RARG_eDBD_HT-SELEX_1	RARG	Nuclear receptor	SELEX	28473536
M05650_2.00	AC0108	RARG_eDBD_HT-SELEX_2	RARG	Nuclear receptor	SELEX	28473536
M05651_2.00	AC0124	RARG_eDBD_Methyl-HT-SELEX_1	RARG	Nuclear receptor	SELEX	28473536
M05652_2.00	AC0108	RARG_eDBD_Methyl-HT-SELEX_2	RARG	Nuclear receptor	SELEX	28473536
M05653_2.00	AC0114	RARG_FL_HT-SELEX	RARG	Nuclear receptor	SELEX	28473536
M05654_2.00	AC0114	RARG_FL_Methyl-HT-SELEX	RARG	Nuclear receptor	SELEX	28473536
M05655_2.00	AC0121	ESRRA_eDBD_HT-SELEX	ESRRA	Nuclear receptor	SELEX	28473536
M05656_2.00	AC0121	ESRRA_eDBD_Methyl-HT-SELEX	ESRRA	Nuclear receptor	SELEX	28473536
M05657_2.00	AC0121	ESRRA_FL_HT-SELEX	ESRRA	Nuclear receptor	SELEX	28473536
M05658_2.00	AC0121	ESRRA_FL_Methyl-HT-SELEX	ESRRA	Nuclear receptor	SELEX	28473536
M05659_2.00	AC0123	NR1D2_eDBD_HT-SELEX	NR1D2	Nuclear receptor	SELEX	28473536
M05660_2.00	AC0123	NR1D2_eDBD_Methyl-HT-SELEX	NR1D2	Nuclear receptor	SELEX	28473536
M05661_2.00	AC0132	NR2F1_eDBD_HT-SELEX_1	NR2F1	Nuclear receptor	SELEX	28473536
M05662_2.00	AC0110	NR2F1_eDBD_HT-SELEX_2	NR2F1	Nuclear receptor	SELEX	28473536
M05663_2.00	AC0132	NR2F1_eDBD_Methyl-HT-SELEX_1	NR2F1	Nuclear receptor	SELEX	28473536
M05664_2.00	AC0110	NR2F1_eDBD_Methyl-HT-SELEX_2	NR2F1	Nuclear receptor	SELEX	28473536
M05665_2.00	AC0132	NR2F1_FL_HT-SELEX_1	NR2F1	Nuclear receptor	SELEX	28473536
M05666_2.00	AC0110	NR2F1_FL_HT-SELEX_2	NR2F1	Nuclear receptor	SELEX	28473536
M05667_2.00	AC0132	NR2F1_FL_Methyl-HT-SELEX_1	NR2F1	Nuclear receptor	SELEX	28473536
M05668_2.00	AC0110	NR2F1_FL_Methyl-HT-SELEX_2	NR2F1	Nuclear receptor	SELEX	28473536
M05669_2.00	AC0114	NR2C2_eDBD_HT-SELEX	NR2C2	Nuclear receptor	SELEX	28473536
M05670_2.00	AC0114	NR2C2_eDBD_Methyl-HT-SELEX	NR2C2	Nuclear receptor	SELEX	28473536
M05671_2.00	AC0132	RXRA_eDBD_HT-SELEX	RXRA	Nuclear receptor	SELEX	28473536
M05672_2.00	AC0132	RXRA_eDBD_Methyl-HT-SELEX	RXRA	Nuclear receptor	SELEX	28473536
M05673_2.00	AC0121	ESRRG_eDBD_HT-SELEX	ESRRG	Nuclear receptor	SELEX	28473536
M05674_2.00	AC0121	ESRRG_eDBD_Methyl-HT-SELEX	ESRRG	Nuclear receptor	SELEX	28473536
M05675_2.00	AC0121	ESRRG_FL_HT-SELEX	ESRRG	Nuclear receptor	SELEX	28473536
M05676_2.00	AC0121	ESRRG_FL_Methyl-HT-SELEX	ESRRG	Nuclear receptor	SELEX	28473536
M05677_2.00	AC0123	RORB_eDBD_HT-SELEX_1	RORB	Nuclear receptor	SELEX	28473536
M05678_2.00	AC0108	RORB_eDBD_HT-SELEX_2	RORB	Nuclear receptor	SELEX	28473536
M05679_2.00	AC0123	RORB_eDBD_Methyl-HT-SELEX_1	RORB	Nuclear receptor	SELEX	28473536
M05680_2.00	AC0108	RORB_eDBD_Methyl-HT-SELEX_2	RORB	Nuclear receptor	SELEX	28473536
M05681_2.00	AC0132	RXRB_eDBD_HT-SELEX_1	RXRB	Nuclear receptor	SELEX	28473536
M05682_2.00	AC0108	RXRB_eDBD_HT-SELEX_2	RXRB	Nuclear receptor	SELEX	28473536
M05683_2.00	AC0132	RXRB_eDBD_Methyl-HT-SELEX_1	RXRB	Nuclear receptor	SELEX	28473536
M05684_2.00	AC0108	RXRB_eDBD_Methyl-HT-SELEX_2	RXRB	Nuclear receptor	SELEX	28473536
M05685_2.00	AC0515	PAX8_FL_HT-SELEX	PAX8	Paired box	SELEX	28473536
M05686_2.00	AC0515	PAX8_FL_Methyl-HT-SELEX	PAX8	Paired box	SELEX	28473536
M05687_2.00	AC0515	PAX1_eDBD_HT-SELEX	PAX1	Paired box	SELEX	28473536
M05688_2.00	AC0515	PAX1_eDBD_Methyl-HT-SELEX	PAX1	Paired box	SELEX	28473536
M05689_2.00	AC0515	PAX9_eDBD_HT-SELEX	PAX9	Paired box	SELEX	28473536
M05690_2.00	AC0515	PAX9_eDBD_Methyl-HT-SELEX	PAX9	Paired box	SELEX	28473536
M05691_2.00	AC0271	PROX1_eDBD_HT-SELEX	PROX1	Prospero	SELEX	28473536
M05692_2.00	AC0271	PROX1_eDBD_Methyl-HT-SELEX	PROX1	Prospero	SELEX	28473536
M05693_2.00	AC0682	NFATC3_eDBD_HT-SELEX_1	NFATC3	Rel	SELEX	28473536
M05694_2.00	AC0683	NFATC3_eDBD_HT-SELEX_2	NFATC3	Rel	SELEX	28473536
M05695_2.00	AC0682	NFATC3_eDBD_HT-SELEX_3	NFATC3	Rel	SELEX	28473536
M05696_2.00	AC0682	NFATC3_eDBD_Methyl-HT-SELEX_1	NFATC3	Rel	SELEX	28473536
M05697_2.00	AC0683	NFATC3_eDBD_Methyl-HT-SELEX_2	NFATC3	Rel	SELEX	28473536
M05698_2.00	AC0682	NFATC3_eDBD_Methyl-HT-SELEX_3	NFATC3	Rel	SELEX	28473536
M05699_2.00	AC0691	NFKB2_eDBD_HT-SELEX	NFKB2	Rel	SELEX	28473536
M05700_2.00	AC0691	NFKB2_eDBD_Methyl-HT-SELEX	NFKB2	Rel	SELEX	28473536
M05701_2.00	AC0682	NFATC4_eDBD_HT-SELEX_1	NFATC4	Rel	SELEX	28473536
M05702_2.00	AC0683	NFATC4_eDBD_HT-SELEX_2	NFATC4	Rel	SELEX	28473536
M05703_2.00	AC0682	NFATC4_eDBD_Methyl-HT-SELEX_1	NFATC4	Rel	SELEX	28473536
M05704_2.00	AC0683	NFATC4_eDBD_Methyl-HT-SELEX_2	NFATC4	Rel	SELEX	28473536
M05705_2.00	AC0683	NFATC2_eDBD_HT-SELEX_1	NFATC2	Rel	SELEX	28473536
M05706_2.00	AC0680	NFATC2_eDBD_HT-SELEX_2	NFATC2	Rel	SELEX	28473536
M05707_2.00	AC0683	NFATC2_eDBD_Methyl-HT-SELEX_1	NFATC2	Rel	SELEX	28473536
M05708_2.00	AC0680	NFATC2_eDBD_Methyl-HT-SELEX_2	NFATC2	Rel	SELEX	28473536
M05709_2.00	AC0681	NFAT5_eDBD_HT-SELEX	NFAT5	Rel	SELEX	28473536
M05710_2.00	AC0681	NFAT5_eDBD_Methyl-HT-SELEX	NFAT5	Rel	SELEX	28473536
M05711_2.00	AC0683	NFATC1_eDBD_HT-SELEX_1	NFATC1	Rel	SELEX	28473536
M05712_2.00	AC0680	NFATC1_eDBD_HT-SELEX_2	NFATC1	Rel	SELEX	28473536
M05713_2.00	AC0683	NFATC1_eDBD_Methyl-HT-SELEX_1	NFATC1	Rel	SELEX	28473536
M05714_2.00	AC0680	NFATC1_eDBD_Methyl-HT-SELEX_2	NFATC1	Rel	SELEX	28473536
M05715_2.00	AC0289	RFX3_eDBD_HT-SELEX_1	RFX3	RFX	SELEX	28473536
M05716_2.00	AC0292	RFX3_eDBD_HT-SELEX_2	RFX3	RFX	SELEX	28473536
M05717_2.00	AC0289	RFX3_eDBD_Methyl-HT-SELEX_1	RFX3	RFX	SELEX	28473536
M05718_2.00	AC0292	RFX3_eDBD_Methyl-HT-SELEX_2	RFX3	RFX	SELEX	28473536
M05719_2.00	AC0289	RFX2_eDBD_HT-SELEX	RFX2	RFX	SELEX	28473536
M05720_2.00	AC0289	RFX2_eDBD_Methyl-HT-SELEX	RFX2	RFX	SELEX	28473536
M05721_2.00	AC0289	RFX4_eDBD_HT-SELEX	RFX4	RFX	SELEX	28473536
M05722_2.00	AC0289	RFX4_eDBD_Methyl-HT-SELEX	RFX4	RFX	SELEX	28473536
M05723_2.00	AC0289	RFX1_eDBD_HT-SELEX	RFX1	RFX	SELEX	28473536
M05724_2.00	AC0289	RFX1_eDBD_Methyl-HT-SELEX	RFX1	RFX	SELEX	28473536
M05725_2.00	AC0290	RFX5_eDBD_HT-SELEX_1	RFX5	RFX	SELEX	28473536
M05726_2.00	AC0290	RFX5_eDBD_HT-SELEX_2	RFX5	RFX	SELEX	28473536
M05727_2.00	AC0290	RFX5_eDBD_Methyl-HT-SELEX_1	RFX5	RFX	SELEX	28473536
M05728_2.00	AC0290	RFX5_eDBD_Methyl-HT-SELEX_2	RFX5	RFX	SELEX	28473536
M05729_2.00	AC0290	RFX7_eDBD_HT-SELEX	RFX7	RFX	SELEX	28473536
M05730_2.00	AC0290	RFX7_eDBD_Methyl-HT-SELEX	RFX7	RFX	SELEX	28473536
M05731_2.00	AC0657	RUNX3_FL_HT-SELEX	RUNX3	Runt	SELEX	28473536
M05732_2.00	AC0657	RUNX3_FL_Methyl-HT-SELEX	RUNX3	Runt	SELEX	28473536
M05733_2.00	AC0657	RUNX2_eDBD_HT-SELEX	RUNX2	Runt	SELEX	28473536
M05734_2.00	AC0657	RUNX2_eDBD_Methyl-HT-SELEX	RUNX2	Runt	SELEX	28473536
M05735_2.00	AC0272	GMEB2_eDBD_HT-SELEX	GMEB2	SAND	SELEX	28473536
M05736_2.00	AC0272	GMEB2_eDBD_Methyl-HT-SELEX	GMEB2	SAND	SELEX	28473536
M05737_2.00	AC0272	GMEB1_FL_HT-SELEX	GMEB1	SAND	SELEX	28473536
M05738_2.00	AC0268	GMEB1_FL_Methyl-HT-SELEX	GMEB1	SAND	SELEX	28473536
M05739_2.00	AC0001	SKOR2_eDBD_HT-SELEX	SKOR2	SAND	SELEX	28473536
M05740_2.00	AC0001	SKOR2_eDBD_Methyl-HT-SELEX	SKOR2	SAND	SELEX	28473536
M05741_2.00	AC0480	NFIX_FL_HT-SELEX	NFIX	SMAD	SELEX	28473536
M05742_2.00	AC0480	NFIX_FL_Methyl-HT-SELEX	NFIX	SMAD	SELEX	28473536
M05743_2.00	AC0323	SMAD5_eDBD_HT-SELEX	SMAD5	SMAD	SELEX	28473536
M05744_2.00	AC0323	SMAD5_eDBD_Methyl-HT-SELEX	SMAD5	SMAD	SELEX	28473536
M05745_2.00	AC0480	NFIC_FL_HT-SELEX	NFIC	SMAD	SELEX	28473536
M05746_2.00	AC0480	NFIC_FL_Methyl-HT-SELEX	NFIC	SMAD	SELEX	28473536
M05747_2.00	AC0480	NFIB_FL_HT-SELEX	NFIB	SMAD	SELEX	28473536
M05748_2.00	AC0480	NFIB_FL_Methyl-HT-SELEX	NFIB	SMAD	SELEX	28473536
M05749_2.00	AC0255	SOX8_eDBD_HT-SELEX	SOX8	Sox	SELEX	28473536
M05750_2.00	AC0255	SOX8_eDBD_Methyl-HT-SELEX	SOX8	Sox	SELEX	28473536
M05751_2.00	AC0252	SOX8_FL_HT-SELEX	SOX8	Sox	SELEX	28473536
M05752_2.00	AC0252	SOX8_FL_Methyl-HT-SELEX	SOX8	Sox	SELEX	28473536
M05753_2.00	AC0255	SOX30_eDBD_HT-SELEX	SOX30	Sox	SELEX	28473536
M05754_2.00	AC0255	SOX30_eDBD_Methyl-HT-SELEX	SOX30	Sox	SELEX	28473536
M05755_2.00	AC0127	TCF7_eDBD_HT-SELEX_1	TCF7	Sox	SELEX	28473536
M05756_2.00	AC0308	TCF7_eDBD_HT-SELEX_2	TCF7	Sox	SELEX	28473536
M05757_2.00	AC0127	TCF7_eDBD_Methyl-HT-SELEX_1	TCF7	Sox	SELEX	28473536
M05758_2.00	AC0308	TCF7_eDBD_Methyl-HT-SELEX_2	TCF7	Sox	SELEX	28473536
M05759_2.00	AC0255	SOX10_eDBD_HT-SELEX	SOX10	Sox	SELEX	28473536
M05760_2.00	AC0255	SOX10_eDBD_Methyl-HT-SELEX	SOX10	Sox	SELEX	28473536
M05761_2.00	AC0252	SOX10_FL_HT-SELEX	SOX10	Sox	SELEX	28473536
M05762_2.00	AC0252	SOX10_FL_Methyl-HT-SELEX	SOX10	Sox	SELEX	28473536
M05763_2.00	AC0363	BBX_eDBD_HT-SELEX	BBX	Sox	SELEX	28473536
M05764_2.00	AC0363	BBX_eDBD_Methyl-HT-SELEX	BBX	Sox	SELEX	28473536
M05765_2.00	AC0253	SOX4_eDBD_HT-SELEX	SOX4	Sox	SELEX	28473536
M05766_2.00	AC0253	SOX4_eDBD_Methyl-HT-SELEX	SOX4	Sox	SELEX	28473536
M05767_2.00	AC0255	SOX9_eDBD_HT-SELEX	SOX9	Sox	SELEX	28473536
M05768_2.00	AC0255	SOX9_eDBD_Methyl-HT-SELEX	SOX9	Sox	SELEX	28473536
M05769_2.00	AC0255	SOX3_FL_HT-SELEX	SOX3	Sox	SELEX	28473536
M05770_2.00	AC0255	SOX3_FL_Methyl-HT-SELEX	SOX3	Sox	SELEX	28473536
M05771_2.00	AC0127	LEF1_eDBD_HT-SELEX_1	LEF1	Sox	SELEX	28473536
M05772_2.00	AC0308	LEF1_eDBD_HT-SELEX_2	LEF1	Sox	SELEX	28473536
M05773_2.00	AC0127	LEF1_eDBD_Methyl-HT-SELEX_1	LEF1	Sox	SELEX	28473536
M05774_2.00	AC0308	LEF1_eDBD_Methyl-HT-SELEX_2	LEF1	Sox	SELEX	28473536
M05775_2.00	AC0127	LEF1_FL_HT-SELEX_1	LEF1	Sox	SELEX	28473536
M05776_2.00	AC0308	LEF1_FL_HT-SELEX_2	LEF1	Sox	SELEX	28473536
M05777_2.00	AC0127	LEF1_FL_Methyl-HT-SELEX_1	LEF1	Sox	SELEX	28473536
M05778_2.00	AC0308	LEF1_FL_Methyl-HT-SELEX_2	LEF1	Sox	SELEX	28473536
M05779_2.00	AC0127	TCF7L1_eDBD_HT-SELEX_1	TCF7L1	Sox	SELEX	28473536
M05780_2.00	AC0308	TCF7L1_eDBD_HT-SELEX_2	TCF7L1	Sox	SELEX	28473536
M05781_2.00	AC0127	TCF7L1_eDBD_Methyl-HT-SELEX_1	TCF7L1	Sox	SELEX	28473536
M05782_2.00	AC0308	TCF7L1_eDBD_Methyl-HT-SELEX_2	TCF7L1	Sox	SELEX	28473536
M05783_2.00	AC0255	SOX14_eDBD_HT-SELEX	SOX14	Sox	SELEX	28473536
M05784_2.00	AC0255	SOX14_eDBD_Methyl-HT-SELEX	SOX14	Sox	SELEX	28473536
M05785_2.00	AC0254	SOX14_FL_HT-SELEX	SOX14	Sox	SELEX	28473536
M05786_2.00	AC0254	SOX14_FL_Methyl-HT-SELEX	SOX14	Sox	SELEX	28473536
M05787_2.00	AC0294	SOX7_eDBD_HT-SELEX	SOX7	Sox	SELEX	28473536
M05788_2.00	AC0294	SOX7_eDBD_Methyl-HT-SELEX	SOX7	Sox	SELEX	28473536
M05789_2.00	AC0254	SOX12_eDBD_HT-SELEX	SOX12	Sox	SELEX	28473536
M05790_2.00	AC0254	SOX12_eDBD_Methyl-HT-SELEX	SOX12	Sox	SELEX	28473536
M05791_2.00	AC0251	SOX18_eDBD_HT-SELEX	SOX18	Sox	SELEX	28473536
M05792_2.00	AC0255	SOX18_eDBD_Methyl-HT-SELEX	SOX18	Sox	SELEX	28473536
M05793_2.00	AC0489	TBX21_eDBD_HT-SELEX	TBX21	T-box	SELEX	28473536
M05794_2.00	AC0489	TBX21_eDBD_Methyl-HT-SELEX	TBX21	T-box	SELEX	28473536
M05795_2.00	AC0489	TBX15_eDBD_HT-SELEX	TBX15	T-box	SELEX	28473536
M05796_2.00	AC0489	TBX15_eDBD_Methyl-HT-SELEX	TBX15	T-box	SELEX	28473536
M05797_2.00	AC0490	TBX18_eDBD_HT-SELEX	TBX18	T-box	SELEX	28473536
M05798_2.00	AC0490	TBX18_eDBD_Methyl-HT-SELEX	TBX18	T-box	SELEX	28473536
M05799_2.00	AC0489	TBX2_eDBD_HT-SELEX	TBX2	T-box	SELEX	28473536
M05800_2.00	AC0489	TBX2_eDBD_Methyl-HT-SELEX	TBX2	T-box	SELEX	28473536
M05801_2.00	AC0489	TBX3_eDBD_HT-SELEX	TBX3	T-box	SELEX	28473536
M05802_2.00	AC0489	TBX3_eDBD_Methyl-HT-SELEX	TBX3	T-box	SELEX	28473536
M05803_2.00	AC0488	TBX19_eDBD_HT-SELEX	TBX19	T-box	SELEX	28473536
M05804_2.00	AC0488	TBX19_eDBD_Methyl-HT-SELEX	TBX19	T-box	SELEX	28473536
M05805_2.00	AC0489	TBX6_eDBD_HT-SELEX	TBX6	T-box	SELEX	28473536
M05806_2.00	AC0489	TBX6_eDBD_Methyl-HT-SELEX	TBX6	T-box	SELEX	28473536
M05807_2.00	AC0489	EOMES_eDBD_HT-SELEX	EOMES	T-box	SELEX	28473536
M05808_2.00	AC0489	EOMES_eDBD_Methyl-HT-SELEX	EOMES	T-box	SELEX	28473536
M05809_2.00	AC0492	T_eDBD_HT-SELEX_1	T	T-box	SELEX	28473536
M05810_2.00	AC0487	T_eDBD_HT-SELEX_2	T	T-box	SELEX	28473536
M05811_2.00	AC0492	T_eDBD_Methyl-HT-SELEX_1	T	T-box	SELEX	28473536
M05812_2.00	AC0487	T_eDBD_Methyl-HT-SELEX_2	T	T-box	SELEX	28473536
M05813_2.00	AC0489	TBX20_eDBD_HT-SELEX_1	TBX20	T-box	SELEX	28473536
M05814_2.00	AC0488	TBX20_eDBD_HT-SELEX_2	TBX20	T-box	SELEX	28473536
M05815_2.00	AC0489	TBX20_eDBD_Methyl-HT-SELEX_1	TBX20	T-box	SELEX	28473536
M05816_2.00	AC0488	TBX20_eDBD_Methyl-HT-SELEX_2	TBX20	T-box	SELEX	28473536
M05817_2.00	AC0489	TBX20_FL_HT-SELEX_1	TBX20	T-box	SELEX	28473536
M05818_2.00	AC0487	TBX20_FL_HT-SELEX_2	TBX20	T-box	SELEX	28473536
M05819_2.00	AC0489	TBX20_FL_Methyl-HT-SELEX_1	TBX20	T-box	SELEX	28473536
M05820_2.00	AC0487	TBX20_FL_Methyl-HT-SELEX_2	TBX20	T-box	SELEX	28473536
M05821_2.00	AC0490	TBX1_eDBD_HT-SELEX	TBX1	T-box	SELEX	28473536
M05822_2.00	AC0489	TBX1_eDBD_Methyl-HT-SELEX	TBX1	T-box	SELEX	28473536
M05823_2.00	AC0652	TEAD2_FL_HT-SELEX	TEAD2	TEA	SELEX	28473536
M05824_2.00	AC0652	TEAD2_FL_Methyl-HT-SELEX	TEAD2	TEA	SELEX	28473536
M05825_2.00	AC0652	TEAD1_FL_HT-SELEX	TEAD1	TEA	SELEX	28473536
M05826_2.00	AC0652	TEAD1_FL_Methyl-HT-SELEX	TEAD1	TEA	SELEX	28473536
M05827_2.00	AC0333	XPA_FL_HT-SELEX	XPA	Unknown	SELEX	28473536
M05828_2.00	AC0333	XPA_FL_Methyl-HT-SELEX	XPA	Unknown	SELEX	28473536
M05829_2.00	AC0001	SKOR1_eDBD_HT-SELEX	SKOR1	Unknown	SELEX	28473536
M05830_2.00	AC0001	SKOR1_eDBD_Methyl-HT-SELEX	SKOR1	Unknown	SELEX	28473536
M05831_2.00	AC0075	MYF6	MYF6	bHLH	SMiLE-seq	28092692
M05832_2.00	AC0069	MAX	MAX	bHLH	SMiLE-seq	28092692
M05834_2.00	AC0631	FOSL2_secondary	FOSL2	bZIP	SMiLE-seq	28092692
M05835_2.00	AC0046	FOSL2	FOSL2	bZIP	SMiLE-seq	28092692
M05836_2.00	AC0049	JUND_primary	JUND	bZIP	SMiLE-seq	28092692
M05837_2.00	AC0631	JUND_secondary	JUND	bZIP	SMiLE-seq	28092692
M05838_2.00	AC0049	JUNB_primary	JUNB	bZIP	SMiLE-seq	28092692
M05839_2.00	AC0631	JUNB_secondary	JUNB	bZIP	SMiLE-seq	28092692
M05840_2.00	AC0628	CEBPb	CEBPB	bZIP	SMiLE-seq	28092692
M05841_2.00	AC0049	JUN_primary	JUN	bZIP	SMiLE-seq	28092692
M05842_2.00	AC0631	JUN_secondary	JUN	bZIP	SMiLE-seq	28092692
M05845_2.00	AC0511	YY1	YY1	C2H2 ZF	SMiLE-seq	28092692
M05846_2.00	AC0174	CTCF	CTCF	C2H2 ZF	SMiLE-seq	28092692
M05847_2.00	AC0349	ZKSCAN1	ZKSCAN1	C2H2 ZF	SMiLE-seq	28092692
M05848_2.00	AC0556	ZFP14	ZFP14	C2H2 ZF	SMiLE-seq	28092692
M05849_2.00	AC0520	ZNF282	ZNF282	C2H2 ZF	SMiLE-seq	28092692
M05850_2.00	AC0025	ZNF415	ZNF415	C2H2 ZF	SMiLE-seq	28092692
M05851_2.00	AC0621	ZNF135	ZNF135	C2H2 ZF	SMiLE-seq	28092692
M05852_2.00	AC0530	ZSCAN4	ZSCAN4	C2H2 ZF	SMiLE-seq	28092692
M05853_2.00	AC0164	ZFP82	ZFP82	C2H2 ZF	SMiLE-seq	28092692
M05854_2.00	AC0387	ZFP1_1	ZFP1	C2H2 ZF	SMiLE-seq	28092692
M05855_2.00	AC0319	ZFP1_2	ZFP1	C2H2 ZF	SMiLE-seq	28092692
M05856_2.00	AC0599	ZNF167	ZKSCAN7	C2H2 ZF	SMiLE-seq	28092692
M05857_2.00	AC0385	ZNF777	ZNF777	C2H2 ZF	SMiLE-seq	28092692
M05858_2.00	AC0537	ZNF682	ZNF682	C2H2 ZF	SMiLE-seq	28092692
M05864_2.00	AC0640	FLI1	FLI1	Ets	SMiLE-seq	28092692
M05865_2.00	AC0640	GABPA	GABPA	Ets	SMiLE-seq	28092692
M05866_2.00	AC0038	FOXP2	FOXP2	Forkhead	SMiLE-seq	28092692
M05868_2.00	AC0549	GCM1	GCM1	GCM	SMiLE-seq	28092692
M05869_2.00	AC0001	VSX1	VSX1	Homeodomain	SMiLE-seq	28092692
M05870_2.00	AC0001	LHX6	LHX6	Homeodomain	SMiLE-seq	28092692
M05871_2.00	AC0001	EN1	EN1	Homeodomain	SMiLE-seq	28092692
M05874_2.00	AC0483	PAX7	PAX7	Homeodomain,Paired box	SMiLE-seq	28092692
M05875_2.00	AC0637	OCT4	POU5F1	Homeodomain,POU	SMiLE-seq	28092692
M05876_2.00	AC0111	NR1H4	NR1H4	Nuclear receptor	SMiLE-seq	28092692
M05877_2.00	AC0126	VDR	VDR	Nuclear receptor	SMiLE-seq	28092692
M05878_2.00	AC0114	RARa	RARA	Nuclear receptor	SMiLE-seq	28092692
M05879_2.00	AC0132	RXRg	RXRG	Nuclear receptor	SMiLE-seq	28092692
M05880_2.00	AC0123	RORc	RORC	Nuclear receptor	SMiLE-seq	28092692
